Dombrowski, Lynn Susan	1
Mayernik, Matthew S. (2)	1
Fisher, Brian	2
Tenopir, Carol (4)	1
Blake, Catherine	2
Al johani, Arwa mohammed	1
Fox, Edward (3)	1
Glushko, Robert J.	2
Martens, Marianne	4
Ishizaki, Hiromi (1)	1
Darch, Peter T.	1
Nunes, Miguel	1
Ahn, Jaewook (2)	1
Su, Norman Makoto	1
Oh, Jung Sun (3)	1
Nathan, Lisa P.	1
Trauth, Eileen (1)	1
Du, Yunfei	1
Bowker, Geoffrey C. (2)	1
Grace, Rob	1
Absar, Rafa	2
Zhou, Lihong (1)	1
Fleischmann, Kenneth	4
Spiro, Emma S. (1)	1
Lee, Jin Ha	1
Lin, Yu-Ru	3
Maden, Chris	1
Boehmer, Erin Laurel	1
Zhang, Zhan	1
Saastamoinen, Miamaria (1)	1
Goggins, Sean	1
Xu, Yifei (2)	1
Ribes, David	4
Cheon, Eun Jeong	1
Askin, Nicole (2)	1
Massimi, Michael (2)	1
Pufal, Marcel (1)	1
Ishita, Emi (4)	1
Gilbert, Sarah	2
Sabaghian, Ehsan	1
Centivany, Alissa Lorraine	3
Meyers, Eric	4
Farzan, Rosta	2
Chen, Jiangping	1
Clarke, Rachel Ivy	1
Burnett, Gary	1
DesArmo, Joel	1
Lease, Matthew (1)	1
Boden, Alexander (2)	1
Huang, Ru Hua (1)	1
Buchanan, Sarah	1
Karami, Amir	2
Alemanne, Nicole D.	1
Tsou, Andrew	1
Kropczynski, Jess	1
Sanfilippo, Madelyn Rose	1
Missen, Cliff	1
Hosmer, Shannon (2)	1
Nwagwu, Williams Ezinwa	1
Houston, Douglas (2)	1
Tsaasan, Anita Marie (1)	1
Heidorn, P. Bryan	1
Pascal, Connie	1
Langmead, Alison	1
Mainka, Agnes	1
Jiang, Mengtian (1)	1
Manoharan, Monisha (2)	1
Jiang, Tingting	1
Wang, Xin (2)	1
Ermolaev, Natalia (2)	1
Rosenbaum, Howard	1
Steffel, Nick	1
Stratton, Caroline	2
Small, Heather	1
Fichman, Pnina	1
Oreglia, Elisa (1)	1
Xu, Qiong	1
Cotten, S.R.	1
Spears, Laura I.	2
Lu, Di	2
Mott, Martez	1
zhang, xiangmin	1
Lonn, Steven	1
Keskustalo, Heikki (1)	1
Ball, Christopher	1
Li, Wenqi (1)	1
Sands, Ashley E.	1
Rikard, R.V.	1
Lee, Jisue (1)	1
Cheng, Karen G. (1)	1
Nardi, Bonnie (2)	1
Campbell, Sheena	1
Eastmure, Vanessa (1)	1
De Choudhury, Munmun (1)	1
Rabina, Debbie Lee	1
Lin, YuWei (2)	1
Depew, Michael	1
Jang, Wonhong	1
Ahmed, Shameem (1)	1
Zhang, Jingwen	1
Kvasny, Lynette (1)	1
Rubenstein, Ellen	1
Mazmanian, Melissa	1
Dessne, Karin	1
Gangopadhyay, Aryya	1
Johnston, Melissa	1
Tsai, H.Y.	1
Khoo, Michael	1
Bates, Jo (1)	2
Lee, Jon (3)	1
Tarullo, Leigh A. Tarullo	1
Gonzalez-Ibañez, Roberto I (1)	1
Fleischmann, Kenneth R.	2
Quigley, Aisling	1
Hurst, Amy (2)	1
Espinoza Vasquez, Fatima Karely	1
Zhou, Angela (4)	1
Becker, Christoph	2
Paulin, Drew	2
Han, Sangeun	1
Moon, Eunyoung	1
Park, Min Sook	2
Lee, Shaoshing	1
Guzman, Indira	1
Leon, Claudio A. Leon	1
Smith, Daniella	1
Shilton, Katie	3
Cronholm, Stefan (1)	1
Cocciolo, Anthony	1
Simons, Rachel Noelle	1
Stvilia, Besiki	1
Petras, Vivien	2
Rennick, Brian (1)	1
Zimmer, Michael	1
Hayes, Gillian R.	5
Shaw, Jodi	1
Brubaker, Jed R.	2
Isaac, Antoine	2
Ly, Rebecca	1
Lee, Myeong	1
Purcell, Michelle	1
Gipp, Bela (1)	2
Kilgour, Lauren	1
Baeg, Jung Hoon	1
Wang, Dakuo	1
Dang, Tuan Cong	1
Loder, Courtney	2
Liu, Xiaozhong (2)	1
Mardis, Marcia A.	1
Olson, Judith S.	1
Ambaparavu, Chandrahasa	1
Bogers, Toine (1)	1
Mortensen, Eric	1
O'Brien, Heather L.	3
Chen, Miao	1
Ludwig, Thomas (1)	1
